Tipo de dato;Partidas de gasto: Nivel 1;Partidas de gasto: Nivel 2;Partidas de gasto: Nivel 3;Periodo;Total
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M06;7,42
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M05;7,81
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M04;10,28
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M03;5,90
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M02;6,36
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M01;10,42
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M12;14,35
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M11;14,67
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M10;18,87
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M09;18,07
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M08;15,90
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M07;10,86
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M06;21,81
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M05;22,69
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M04;16,75
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M03;26,01
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M02;32,65
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M01;27,05
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M12;32,35
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M11;26,71
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M10;18,79
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M09;16,29
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M08;17,04
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M07;10,78
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M06;8,23
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M05;17,96
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M04;18,97
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M03;27,24
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M02;43,85
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M01;61,69
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M12;51,48
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M11;36,96
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M10;48,15
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M09;69,23
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M08;75,85
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M07;132,51
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M06;272,64
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M05;462,65
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M04;969,72
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M03;754,34
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M02;884,72
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M01;556,97
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M12;361,45
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M11;680,44
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M10;602,95
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M09;414,01
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M08;169,88
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M07;128,40
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M06;1.527,78
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M05;..
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M04;..
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M03;-66,05
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M02;-90,81
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M01;-87,87
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M12;-82,82
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M11;-87,86
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M10;-87,80
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M09;-87,87
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M08;-77,18
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M07;-76,71
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M06;-98,12
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M05;-100,00
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M04;-100,00
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M03;-64,71
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M02;3,00
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M01;2,51
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M12;-0,14
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M11;4,24
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M10;2,87
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M09;7,47
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M08;8,01
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M07;4,69
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M06;8,81
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M05;4,80
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M04;17,15
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M03;10,38
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M02;5,15
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M01;8,30
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M12;20,74
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M11;10,06
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M10;4,96
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M09;3,47
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M08;6,49
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M07;3,17
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M06;7,49
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M05;2,30
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M04;-3,05
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M03;16,45
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M02;4,36
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M01;-0,60
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M12;-2,80
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M11;4,10
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M10;7,57
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M09;14,89
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M08;13,58
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M07;26,76
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M06;15,33
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M05;20,40
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M04;19,61
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M03;9,14
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M02;11,55
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M01;24,73
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M12;29,19
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M11;11,32
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M10;13,56
Tasa de variación anual;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M09;-4,95
